image_class,image_paths
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1722_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1420_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7327_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5338_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5038_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4891_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16096_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8110_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2110_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1990_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5315_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9242_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4961_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7279_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9889_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2175_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6443_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9467_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5781_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3895_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1976_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5993_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1587_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3150_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\655_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6230_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\82_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10088_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5266_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3340_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6994_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18119_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2872_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1141_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16765_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1439_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5501_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6829_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1329_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15335_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6934_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9796_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2735_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5474_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9627_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3455_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5285_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5167_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14363_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1535_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7964_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2159_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\557_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4382_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6687_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1764_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4101_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4360_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8045_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8186_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4594_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2744_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4655_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\793_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1204_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6607_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15593_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10038_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\19_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6141_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1934_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5451_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3839_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8733_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2666_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8952_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9553_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\807_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8902_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2411_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\562_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4283_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10003_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4465_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3596_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\862_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4632_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15935_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\155_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7090_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5425_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4269_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8220_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15953_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13151_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4887_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2282_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13067_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\913_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8167_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11638_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9394_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4597_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3131_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1642_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8972_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3847_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11906_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6588_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17297_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6135_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7341_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\19974_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2168_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3187_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18159_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4146_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8412_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5734_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8426_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7453_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7493_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6814_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13643_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3291_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1199_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4736_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3326_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6498_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8479_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\934_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7535_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5991_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\801_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\72_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1011_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\27_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15926_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5482_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\874_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10297_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9364_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15656_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6601_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11318_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2012_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4654_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5485_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4117_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2615_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2381_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3281_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2426_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6015_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1398_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4281_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3235_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8233_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3759_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1220_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9136_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4175_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6031_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8402_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6439_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1003_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5180_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10914_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\583_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4745_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\603_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5569_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7567_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3651_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1538_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5301_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1136_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\593_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2790_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7600_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3615_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4230_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2106_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7022_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3096_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\960_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\780_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\298_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2250_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1585_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\970_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6671_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1756_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9831_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4245_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4799_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1413_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3133_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16783_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\815_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8908_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7054_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\690_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7360_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5690_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\59_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3292_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6072_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6436_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8708_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12470_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1391_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14806_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2349_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2769_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\124_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9181_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2550_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5784_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\19522_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4140_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4685_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2589_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2846_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4436_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6646_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5077_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3967_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6463_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4194_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3051_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2294_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5304_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7291_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15576_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9729_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\562_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3705_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8920_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1940_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6739_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16086_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5716_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8671_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9775_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4852_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9607_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7906_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5799_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9373_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4837_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1594_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3065_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5530_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14956_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2874_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8278_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3316_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5939_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\632_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1144_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2831_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\569_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11137_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2475_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5949_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15801_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4980_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9037_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3989_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6345_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12901_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1682_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15208_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1839_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9992_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3967_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7979_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9136_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3304_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9901_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6017_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2820_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\395_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4353_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18549_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1912_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\586_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9176_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5640_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3932_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9042_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5068_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6643_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6237_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4573_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5074_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2070_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3005_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1499_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9108_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2025_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8416_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\180_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13232_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7121_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5882_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6831_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1033_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9037_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5086_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2809_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11899_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17468_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1252_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17043_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9695_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7833_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9398_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4728_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\603_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18289_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6551_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18619_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5181_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1896_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13783_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3673_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4490_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1034_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17744_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8278_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3169_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4106_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1222_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16665_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6698_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8259_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4582_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1671_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8269_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6878_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5403_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3121_БОпритертый.tiff
